clean_text,sentiment
işçinin ve devletin hakkını koruyun,Neutral
eyt hakkını istiyor,Neutral
inşallah sorarsınız başkanımız,Positive
şırnak de ilk sırayı almıştır kesin yaylada çok iyi yarışıyoruz sonuç de olsa kayyum şturuyor bizi,Positive
teşekkürler sayın vekilim,Positive
türkiye sizin le bir deger kazandi saygi deger cumhurbaskanim,Positive
hamdolsun başkanımız,Positive
allaha çok şükür böyle bir liderimiz ve dışımızda ki hainlere gerektiği yerde gereken dersi veriyor çok sukur,Positive
milli güvenlik politikaları sezgin beyde katılım sağladımı,Neutral
millilik atamasını da kapsar bir atamamı olacak yoksa milli sporcular için ayrı bir atama düşünülüyor munasıl öğrenebiliriz,Neutral
meb geçici işçi statüsü ile ay çalıştırılmak üzere kadroya alınan işçilerin çalışma sürelerinin aya çıkarılmasını talep ediyoruz,Neutral
teşekkürler dünyanın büyük spor organizasyonu türkiyede,Positive
bizler ülkesini ve devletini seven çalışmış emek vermiş gecesini gündüzüne katmış meslek sahibi olmak adına çıraklık ve meslek okullarında eğitim görmüş insanlarız tam sigorta hakkımızı istiyoruz im cumhuriyetimizin yılında,Positive
yaklaşık saat önce sn cumhurbaşkanı bahsettiği celp ve terhis dönemi günlük karantina işleminin detayları açıklanır mi aileler olarak hem tedirginiz hem de merak ediyoruz açıklama yapabilir misiniz,Neutral
biz herzaman yanınızdayız,Positive
mahkumun sesini duy reis bizler mahkum yakiniyiz sizden beklentileri var ceza indirimi istiyorlar,Neutral
iyi yayınlar sayın vekilim,Positive
rica etsem o değerli bir dakinanızı ayırıp bu videoyu seyreder misiniz,Neutral
geçmiş olsun sağduyulu iyi insan,Positive
atamayla ilgili de bilgi olsun lütfen,Neutral
ve teknikerler yenimüdürlükte kadro istiyor,Neutral
sesimizi duyun lütfen eslem yardimlarinizi bekliyor donörü hazir,Neutral
merkel istanbul da mı yoksa o mu kabul etti,Neutral
alparslan kuytul hocaefendinin serbest bırakılması için başlatılan imza kampanyasına destek verelim çinimza,Positive
tüm şehitlerimizin ruhu şad olsun rabbim rahmet eylesin,Positive
güçlü türkiye yüzyılı başlıyor,Positive
cumhurbaşkanı erdoğan toplu mekanlardan ciddi manada kaçınmak gerek,Neutral
yıldır gecemi gündüzüme kattım çalıştım tefekkür ettim tevekkul ettim atama istiyoruz cumhurbaşkanınm,Positive
cumhurbaşkanım diğer gazilerimizin yakınlarına tanınan kamuda istihdam hakkı kıbrıs muharip gazilerin yakınlarına şkanım bu sorun inşallah sizin sayenizde çözülecek size güveniyoruz ve inanıyoruz desteklerinizi bizden esirgemeyiniz saygılar,Positive
sivil hava ulaştirma işletmeciliği önlisans mezunlari olarak haziranda shgmdhmiye atama istiyoruz alanimizdan istihdam istyorz,Neutral
atatürk və rəsulzadə askerleriyiz,Positive
öğretmenler mezuniyete bağlı alan değişikliği bekliyor,Neutral
selm alyk sayın cumurbaşkanım hayırlı ramazanlar dua buyrun inşallah sayın başkanım yarın izmir emniyet genel müdürlümüze güvenlik şübe müdürlüne yarın satt allah nasıp ederse gidicem inşallah sürecin sayın başkanım tarafınızca takibini arz ederim allah emant olun hayırla kaln,Positive
ve tabii kaynaklar bakanlığının hazırladığı nükleer santral için kamu spotunda nobel ödüllü profesör doktor ve unesco ödüllü profesör doktor bilge demirköz oynadı,Neutral
allah seni başımızdan eksik etmesin fatihin emanetine sahip çıkan reisim allah sana güç kuvvet versin ayasofyayı tekrar cami yapan reisim allah senden razı olsun,Positive
hadi hayırlısı sayın bakanım hayırlı olsun,Positive
dunya var olusundan beridir kotu niyetli insanlar iyi insanların yoluna engeller cıkarmışlardır biz size güveniyoruz,Positive
rabbim ayağınıza taş değdirmesin inşaallah,Positive
sayın yetkililer en azından ders saatlerini dk ya indirebilsek,Neutral
ulu önderimiz atatürk çanakkale geçilmez,Positive
çok şükür şimdi onlar düşünsün,Positive
sayın bakanım bu arada al sat yapanlara da bir şeyler yapacakmısınız,Neutral
sen destek verecegin yeri bilmiyorsunseker fabrikasinin onunden seslenecegine afrinegit baskanim teroru yok ediyoruz memleketimiz emin ellerde diye seslen,Positive
atama haberlerini alınca öğretmenlerin yüzündeki mutluluğa yakından şahit oldunuz biz de o mutluluğu yaşamak istiyoruz,Positive
sayın cumhurbaşkanım eğitime verdiğiniz önemi biliyor bunu öğretmen atamaları ile taçlandırmanızı dört gözle bekliyoruz,Positive
bu tarihî fırsatı degerlendirin ve yeni bir cephe açın iyip zp mp cumhuriyet halk partisi sandalyelerine tekrardan inkılapçi ruhlari oturtmak adina hep beraber çalışalım,Positive
allah seni başımızdan eksik etmesin koca çinar,Positive
sizi seviyoruz,Positive
oyum senindir başkanım,Positive
tüm birimlere ulaşıcam cumhurbaşkanımıza dek saygılar dilerim,Positive
duy sesimizi bürokrasiyi hızlandır,Neutral
kurucumuz sevgili başkan erdoğan adım adım ilerleyerek hakkıyla gelmiş olduğu yerin gururunu yaşı muvaffak etsin insallah,Positive
sayın bakanım alınan alımlara lütfen başka branşlar eklenmesin sadece sanat tarihçisi için açılsın alımlar,Neutral
rabbim şifa versin inşallah,Positive
pandemide en önde savaşan acil servis ekiplerine taze kan gereklidir atama bekleyen paramedikler görev almaya hazırdır,Neutral
aşı müjdesi bekliyoruz,Positive
rica etmeyi acilen bırakalım burada askeri birliklerimizin güvenliği söz konusu bu tür toplanmalar acilen yasaklanmalı ve önlenmelidir,Neutral
hayırlı cumalar efendim allah hakkı için bize yardım edin destek olun bu yasa bizim içinde geçerli sayılsın,Positive
adalet eşitlik mülkün temelidir kademeeeeee hakkımız,Neutral
adamsın adam sayın bakanım,Positive
allah rahmet eylesin mekanı cennet olsun vatan sağ olsun,Positive
hep birlikde,Positive
soruyoruz bu nedir,Neutral
her üç lideri alkışlıyoruz bu güzide hizmeti hayata geçirenlerden allah razı olsun,Positive
allahimiz rahmet eylesin mekani cennet olsun inşallah,Positive
ben ertan akmeşe big partei almanyarheinlandpfalz bölge başkanı olarak şu an siyasi hayatımı devam ettiriyorum saygı ve hürmetlerimle,Positive
artik balikçilik fasli açilmali kadro istiyor,Neutral
selamünaleyküm nasılsın suleyman abi lütfen senden bir şey istiyorum beni cumhurbaşkanıla görüştür bir öylemli bir mesela var başkanım seninle şu meselanı istişare etmek isterim,Positive
izmir şaha kalkdi gördü gercekleri,Positive
soyleceklerim bubladar teşekkür ederim,Neutral
sayın cumhurbaşkanımız sayın bakanımız maliye bakanımız piktes öğretmenleri kadro bekliyor yaz kış demeden çalıştık emeklerimiz ziyan olmasın bizi karanlıkta bırakmayın,Neutral
verilen sozler var ortada sayin baskanim yeni yilda mahkuma beyaz sayfa,Neutral
verin size geleceğin türkiyesinde yardımcı olalım,Positive
rum suresi ayet şimdi allahın rahmetinin eserlerine bak ölümünden sonra yeryüzünü nasıl diriltmektedir şüphesiz o ölüleri de gerçekten diriltecektir o herşeye güç yetirendir,Positive
akil fikir vericene cumhur baskani adayi olda dūnya lider görsūn,Positive
yiğit adam sen yürü millet yürüsün sen yürü dava yürüsün herzaman yanındayız,Positive
sonuna kadar seninleyiz reis,Positive
varol reis,Positive
allah in dediği olur,Positive
engelli memur adayları atamamız yapılsın istiyor,Neutral
sayın bakanim sizler için allah a dua ediyoruz sizi korusun bir kas hastasi türkiye sevdalısı bir anadolu çocuğu hastasi olan çocuklarımız kardeşlerimiz ve bizler için desteklerinizi bekleriz inşallah,Positive
başkanım bayram harçlığı isterim ama iyi bayramlar tr,Positive
allahım rahmet eylesin mekanı cennet olsun inşaallah,Positive
sevgili yetkili kardeş arası yolculuk yapmak istiyorum,Positive
türkçe düşün türkçe konuş türkçe yaz,Neutral
bu hesabı takip edeceğiz inşallah,Neutral
lutfen bedelli askerlik ciksin art,Neutral
yunus suresi ayet haberin olsun göktekilerin ve yerdekilerin tümü gerçekten allahındır haberin olsun şüphesiz allahın vadi haktır ancak onların çoğu bilmezler,Neutral
sayın cumhurbaşkanım kitleri unutmayın az değil bin kişi seker taseronlari olarak sizden müjde bekliyoruz vakit akparti vakti,Positive
mart yerel seçiminde görüşürüz ey mhp,Neutral
doğu illerimiz türkiyenin parisleridir,Positive
sayın cumhur başkanım bizlere yardımcı olurmusunuz,Neutral
bu olayı netliğe kavuşturur inşallah,Positive
küdüs yanındayız,Positive
duaciyiz,Positive
dunyaya yon vermek algilamak ve algilatmak icin,Neutral
_d li işçilerde ek ödemeyi hak ediyor yı bizi de kapsamlısaglik sektöründe bizde varız,Positive
herkes konuşur ak yapar,Positive
bakanı valimiz orhan tavlimuğla milletvekilleri kaymakamı mehmet eriş ve il müdürümüz zehirlenerek hayatını kaybeden vatandaşlarımızın ailelerine taziye ziyaretinde bulundu,Neutral
sayın başbakan sizi evimize davet edebilirmiyiz eyüpe gelirseniz bizi ziyaret etmenizi şenoğlu ve ailesi,Neutral
peygamberimiz ramazan ayi geldigi zaman tum esirleri serbest birakirmis bizlerde o guzel peygamberin ummeti degilmiyiz,Positive
yaşa mustafa kemal paşa hakimiyet kayıtsız şartsız milletindir,Positive
fransız le figaro gazetesi başkan erdoğanı fatih sultan mehmete benzetti,Neutral
allah cc yardım etsin,Positive
istihdamın sağlanması güçlü bir orduya sahip olunması için kpss puanıyla alım olmalı,Neutral
biz size yetki verdik bu vatanı koruyun geliştirin diye lütfen sınırları koruyun,Neutral
bakan yardımcısı sayın il başkanımız sayın başkanımız sayın ve teşkilatımızdan oluşan heyet ile birlikte ilçemizde acar ailesinin taziyesine katıldık merhumeye allahtan rahmet yakınlarına başsağlığı ve sabır diliyoruz,Neutral
haftaya askere gidebilirim yani inanilmaz,Positive
bilgilerimizi faydalı kullanmak için çalışmak istiyoruz,Neutral
son yılda kişi başı gelirde büyüme ortalaması lere vuruyor yılı da eklendiğinde bundan da bahsedin lütfen,Neutral
iş barışı için kademe,Neutral
dünyada ençok terörle mücadele eden türkiyedir teröre ençok destek veren ülkelerse türkiyenin bazı müttefikleridir,Neutral
bekliyoruz seçim öncesi af,Neutral
iyiki varsınız sayın vekilim mağdur ücretli öğretmen sağlığınıza duacı,Positive
türkiye israile askeri destek sunmalı,Neutral
yazar kasalarıda severdi,Positive
bizim planımız nedir daha fazla imam hatip mi,Neutral
böylesine eğitime yapılan yatırımlara da bin ögretmen ataması yakışır,Positive
bekliyor sayın baskanım,Positive
ablama ve arkadaşına atama istiyorum,Neutral
bakan hanim atanmak istiyoruz kendi ayaklarımizin üzerinde durmak istiyoruz,Positive
amacınıza ulaştınız müdür,Neutral
baskanim biz aldik alamadik alan cok sayida kisi var,Neutral
zinde bu kutlu yürüyüşü istiklal bayrağını aynı azim ve istikrarla sürdürüyoruz,Positive
sayın bakanım sizin şahsınızda bakanlığımızın çalışmaları takdire şayandır birde vatandaşın imar affı beklentisi var bununla ilgili bir çalışma olacakmı saygılarımla,Positive
van minut diyebilecek ingilizceye sahip olmalı,Neutral
kandil operasyonlarında orada çok önemli sayılan toplantı alanlarını vurduk,Neutral
hepsi doğru,Positive
umutlarimiz kirilmazsin atanmak istiyorz q,Positive
başarılı olduğumuz sınav sonucunda atamalarımız yapılmalıdır,Neutral
mesele şah ve mattır,Neutral
heyecanla bekliyorum,Positive
formasyonlulardan çok daha iyi öğretmen olur mesleki anlamda çok daha iyi olduklarından atanmaya da ihtiyaç duymazlar ve bu durum eğitim sisteminin kalitesini ziyadesiyle arttırır,Positive
engelli öğretmen ler zorlu süreçte erk sahiplerinin empati duygusuyla bakişini bekliyor ruz,Positive
ise meslek lisesi öğrencilerinin geleceğine sahip çıkalım mesleki her bölümün devamı niteliğindeki lisans programlarına kontenjan ayrılsın yıllık meslek lisesi eğitimini yıl da üniversite eğitimi ile taçlandıralım,Positive
girdiği bütün seçimleri kazandı bütün ülkücüleri bir çatı altında topladı tabiiki mola vemeyin,Positive
kpss mülakat güvenlik soruşturması ile göreve gelen sahada yıldır aktif rol alan piktes öğretmenleri kadroyu sonuna kadar hak etmektedir,Positive
kabristan hakikattir biz kabristan diyoruz demeye de devam edeceğiz,Neutral
ekrem imamoğlu mansur yavaş cumhurbaşkanı olursa istanbul ankara bb başkanı kim olur,Neutral
tanıtım stratejisi görselleri böyle başladı,Neutral
ak parti yapar onlar alkışlar,Positive
tamam onların evi rabbim vermis,Neutral
kutlamalar ne zaman bitecek acaba benim inancımda ölenlerin arkasından dualar okunur ağlanıracılar paylaşılır,Neutral
hayallerimizi gerçekleştirmek için atama istiyoruz,Positive
bakanlığımız tarafından belirlenen dinamik denetim modeli esasları kapsamında vali un koordinasyonunda denetimleri hayatın her alanını kapsayacak şekilde kararlılıkla sürdürülüyor haydi kocaeli,Neutral
öndekine çakabilirim sen nasıl bir kralsın ya,Positive
eğitimdeki ilerici yaklaşımımıza yı açarak başlayabiliriz,Positive
o bölgede hdp dışında bir siyasi partinin varlığı ve yüksek oy alması çok değerli,Positive
başkanm bu mübarek gecede dua ma amin dermisinz cuma günü biz cuma namazna gidemiyoruz bu cuma veya kişi canlı yayında ayasofya camiinde kılabilirlermi kim olduğu farketmez bir cemaat olması orada dua etmesi yeterli eminim evde kalan lara motive olur şuan tam zamnı ne olr,Neutral
chp genel başkanı son dönemlerde harika işler çıkartıyor,Positive
cumhuriyet atatürktür atatürk cumhuriyet,Neutral
sayin cumhurbaşkanim az evvel kimseyi geride birakmak yok dediniz biz bir çok sebep ve mazeretle askere gidememiş ve bedelliaskerlik bekleyen gençleriniz olarak bu sorunada bir çözüm bekliyoruz allah yardimciniz olsun saygilar,Neutral
ın yıllıkhayaligerçekoldu ufku geniş başkomutan cumhurun başkani,Positive
korona virüse karşı canla başla çalışmalarımızı sürdürmeye devam ediyoruz sağlık kuruluşlarımızda da tüm tedbirlerimizi hassasiyetle aldık içeriçumra devlet hastanesi nolu sağlik ocaği nolu sağlik ocaği nolu sağlik ocaği,Positive
bi allah kulundan korkum yok bana ulaşın tel,Neutral
rumelilerden kerimoğluna onur ödül yerel bakirkoygazetesi,Positive
syn cumhurbaşkanım belediyede ki sözleşmeli ler günü kaldı lütfen en azından sizden ricamız kadro olmazsa bile işimiz devam etsin bizler devletimizin memurlarıyız,Neutral
geldigimzde yılda gndu simdi yl lütfen bizleri etklemesn geleck olan da bilerk gelir,Neutral
ekmo mecliste maaşallah,Positive
ab yolunda giden türkiyenin güvenilir gida ile ilgili projesi yok mu,Neutral
a atanmak için kpss ye pandemi şartlarına rağmen var gücüyle çalışmış gecesini gündüzüne katmış on binleriz hedeflerimizde elimizi taşın altına koymak ve sahada olmak istiyoruz cbtarıma atamaonayı,Positive
yakıt ihrac ediyoruz işte,Neutral
eserinizle ovunebilirsiniz,Positive
varolsun ülkü ocakları,Positive
yaşa var ol türk ordusu,Positive
sayın başkanım sizden bir istiramım var hiç bir karşılık beklemeden bana aylığına ekonomiyle ilgili danışmanlık verin raporlarımı direk size sunarım hiç karşılık beklemiyorum bana bu fırsatı verin süreli olarak saygılarımla sizi ancak ben anlarım,Neutral
zafer kazanacağım diyenlerindir dediler ve kazandılar daha nice zaferlere,Positive
sayın hükümet yetkililerimiz vekillerimiz güvenlik korucularimizin başkanı ziya sözen beyi dikkatce izleyiniz,Neutral
